index,start,end,duration,cumval,roi,type
7,348,397,51,10.132318709482282,1,snowmelt
8,400,403,5,0.5265743734568201,1,snowmelt
9,405,407,4,0.3851107463730409,1,snowmelt
10,545,546,3,0.20674585936178017,1,snowmelt
11,707,714,9,1.1294162362889442,1,snowmelt
12,721,733,14,2.315021990885118,1,snowmelt
13,762,764,4,0.4570817067548857,1,snowmelt
14,769,769,2,0.12255151997802877,1,snowmelt
0,0,0,0,0,1,snowmelt
1,280,281,3,0.2053478475423436,2,snowmelt
1,256,257,3,0.25366227507637634,2,snowmelt
2,259,259,2,0.11758007105561155,2,snowmelt
3,261,261,2,0.10622173749036513,2,snowmelt
4,270,270,2,0.10186166250511351,2,snowmelt
5,591,591,2,0.11831494970263208,2,snowmelt
6,593,593,2,0.10848838202019209,2,snowmelt
1,256,256,2,0.12225223885539278,2,snowmelt
2,268,268,2,0.10068759905997818,2,snowmelt
3,270,271,3,0.32161138913896226,2,snowmelt
4,278,286,10,1.353514763619178,2,snowmelt
5,610,610,2,0.10014950800044431,2,snowmelt
6,621,621,2,0.11605906699399579,2,snowmelt
1,270,271,3,0.29388996268712864,2,snowmelt
2,278,288,12,1.96633283469506,2,snowmelt
3,615,615,2,0.10325044990638665,2,snowmelt
4,620,624,6,0.6567478251762273,2,snowmelt
1,256,257,3,0.2556306634189188,2,snowmelt
2,270,271,3,0.34373820597467075,2,snowmelt
3,277,286,11,2.0069505102070555,2,snowmelt
4,590,591,3,0.22219522238251121,2,snowmelt
5,593,593,2,0.10856986438063577,2,snowmelt
6,620,621,3,0.23534975515124928,2,snowmelt
1,256,257,3,0.2383707520997752,2,snowmelt
2,270,271,3,0.32452989255233883,2,snowmelt
3,278,289,13,2.7942182152514947,2,snowmelt
4,610,611,3,0.2264348674639624,2,snowmelt
5,615,615,2,0.11697382179520338,2,snowmelt
6,620,624,6,0.6971072169796464,2,snowmelt
1,270,271,3,0.28877194800944794,2,snowmelt
2,278,291,15,3.42050701165205,2,snowmelt
3,615,615,2,0.11107993105644237,2,snowmelt
4,621,625,6,0.9524314247284689,2,snowmelt
5,629,633,6,0.7416160595535854,2,snowmelt
1,270,271,3,0.22317403564318716,2,snowmelt
2,279,296,19,4.267608392645953,2,snowmelt
3,621,625,6,0.7536375262912478,2,snowmelt
4,630,643,15,2.378376832234636,2,snowmelt
1,270,271,3,0.23883658521702877,2,snowmelt
2,278,292,16,3.7688031051348108,2,snowmelt
3,615,615,2,0.10716467801373876,2,snowmelt
4,621,625,6,0.8469015186003616,2,snowmelt
5,629,633,6,0.6464805352926453,2,snowmelt
1,270,270,2,0.12673223127676908,2,snowmelt
2,279,294,17,4.158999068254285,2,snowmelt
3,621,625,6,0.8876421863545361,2,snowmelt
4,629,635,8,1.0679242149407646,2,snowmelt
5,637,640,5,0.5007583018234122,2,snowmelt
1,270,270,2,0.10649437029386227,2,snowmelt
2,279,297,20,4.690651483910077,2,snowmelt
3,305,305,2,0.10236644316572387,2,snowmelt
4,621,625,6,0.7716779258805535,2,snowmelt
5,630,640,12,2.0197770636633154,2,snowmelt
6,642,643,3,0.22901821701740074,2,snowmelt
7,645,646,3,0.21539580126070607,2,snowmelt
1,281,281,2,0.10396534231405308,2,snowmelt
2,283,305,24,6.048495061986286,2,snowmelt
3,621,624,5,0.4822464319724198,2,snowmelt
4,630,632,4,0.45051187115181496,2,snowmelt
5,634,649,17,3.5320435514075825,2,snowmelt
1,286,315,31,7.156056601775343,2,snowmelt
2,622,622,2,0.11818990758974994,2,snowmelt
3,630,632,4,0.38693564376637435,2,snowmelt
4,634,635,3,0.2530468013978047,2,snowmelt
5,637,649,14,3.1558871527328614,2,snowmelt
6,652,652,2,0.11196752507083536,2,snowmelt
7,668,668,2,0.10259090400770084,2,snowmelt
8,701,702,3,0.2632648943845151,2,snowmelt
9,704,706,4,0.4066707739593738,2,snowmelt
10,724,725,3,0.2893853718173165,2,snowmelt
1,286,322,38,8.003405504656632,2,snowmelt
2,631,632,3,0.25723212490562675,2,snowmelt
3,634,635,3,0.2352098514757705,2,snowmelt
4,637,650,15,3.2706261029941337,2,snowmelt
5,652,655,5,0.5889135038730087,2,snowmelt
6,701,702,3,0.3082472570908439,2,snowmelt
7,704,707,5,0.5732207187062979,2,snowmelt
8,724,726,4,0.4164414826651574,2,snowmelt
1,286,326,42,8.83755067787231,2,snowmelt
2,632,632,2,0.12289794812683344,2,snowmelt
3,635,635,2,0.10587735921226343,2,snowmelt
4,637,650,15,3.226598467567721,2,snowmelt
5,652,660,10,1.3098304815355153,2,snowmelt
6,668,668,2,0.10512864393799774,2,snowmelt
7,670,670,2,0.10052104706536055,2,snowmelt
8,701,702,3,0.30459131269206796,2,snowmelt
9,704,707,5,0.5618854461864601,2,snowmelt
10,724,726,4,0.4037907056216782,2,snowmelt
1,286,330,46,9.777065867301262,2,snowmelt
2,638,650,14,2.851890302544659,2,snowmelt
3,652,661,11,2.122342344287229,2,snowmelt
4,668,668,2,0.11166209433609044,2,snowmelt
5,670,670,2,0.10907618244427336,2,snowmelt
6,701,702,3,0.28809702808048965,2,snowmelt
7,704,707,5,0.5253751990955733,2,snowmelt
8,724,725,3,0.27386682566035964,2,snowmelt
1,586,586,2,0.12479305359174415,3,snowmelt
1,586,586,2,0.13613652559439396,3,snowmelt
1,201,203,4,0.37568595334838617,3,snowmelt
2,206,207,3,0.25921178753703566,3,snowmelt
3,209,209,2,0.10188164874446763,3,snowmelt
4,535,536,3,0.21354118074217934,3,snowmelt
5,586,587,3,0.24752496219163572,3,snowmelt
1,201,207,8,0.9156254837886763,3,snowmelt
2,209,210,3,0.21686197128101697,3,snowmelt
3,547,548,3,0.2582442485652262,3,snowmelt
4,586,587,3,0.268174334718167,3,snowmelt
1,194,194,2,0.10482475060628005,3,snowmelt
2,201,209,10,1.3365602830347794,3,snowmelt
3,535,538,5,0.5028414829253219,3,snowmelt
4,586,586,2,0.13453506410768598,3,snowmelt
1,202,211,11,1.858406117247486,3,snowmelt
2,214,214,2,0.10486523555266401,3,snowmelt
3,536,538,4,0.35601898135626103,3,snowmelt
4,547,548,3,0.2372279491828604,3,snowmelt
5,586,586,2,0.14406696287657172,3,snowmelt
1,202,217,17,2.734066809343068,3,snowmelt
2,538,538,2,0.11827343982089661,3,snowmelt
3,547,549,4,0.4911018734093201,3,snowmelt
4,556,560,6,0.7031886708877306,3,snowmelt
5,566,568,4,0.4229518720178415,3,snowmelt
6,570,574,6,0.630457208475078,3,snowmelt
7,586,587,3,0.2726133297254836,3,snowmelt
1,203,204,3,0.2531990042975015,3,snowmelt
2,206,211,7,1.01134009652321,3,snowmelt
3,214,223,11,1.7915582962200796,3,snowmelt
4,547,549,4,0.4305164073795363,3,snowmelt
5,557,558,3,0.22539558301754842,3,snowmelt
6,574,582,10,1.5649440650696058,3,snowmelt
7,586,594,10,1.6007506940416927,3,snowmelt
1,202,219,19,3.0722027186864773,3,snowmelt
2,538,538,2,0.10221014052462117,3,snowmelt
3,547,549,4,0.3689690395223762,3,snowmelt
4,557,560,5,0.4795129293899877,3,snowmelt
5,567,568,3,0.24582203210512993,3,snowmelt
6,571,574,5,0.470975730379726,3,snowmelt
7,586,587,3,0.2426308958882562,3,snowmelt
1,202,220,20,3.419506162281317,3,snowmelt
2,222,222,2,0.13486509329086677,3,snowmelt
3,547,549,4,0.4231312357043528,3,snowmelt
4,556,560,6,0.7080335402942386,3,snowmelt
5,567,568,3,0.2802029760032899,3,snowmelt
6,571,579,10,1.262097192345779,3,snowmelt
7,586,590,6,0.6092036365588416,3,snowmelt
1,202,212,12,1.656312951913809,3,snowmelt
2,214,223,11,2.013898546954827,3,snowmelt
3,547,549,4,0.40104387887967674,3,snowmelt
4,557,558,3,0.26297944988912425,3,snowmelt
5,568,568,2,0.1094871815202221,3,snowmelt
6,572,582,12,2.038279196628469,3,snowmelt
7,586,591,7,0.9830154956170226,3,snowmelt
8,593,593,2,0.10542997493133671,3,snowmelt
9,598,599,3,0.23317535480305673,3,snowmelt
1,203,204,3,0.21820156178541839,3,snowmelt
2,206,206,2,0.18150170165450533,3,snowmelt
3,209,211,4,0.4752374115712343,3,snowmelt
4,216,230,16,2.84041666375237,3,snowmelt
5,233,233,2,0.11800746909718415,3,snowmelt
6,548,548,2,0.1624691646449544,3,snowmelt
7,574,582,10,1.445156283266878,3,snowmelt
8,586,586,2,0.10208663581476624,3,snowmelt
9,588,601,15,3.4522082620737313,3,snowmelt
1,23,24,3,0.23083030271884053,3,snowmelt
2,206,206,2,0.15947481601556734,3,snowmelt
3,209,212,5,0.6105063293905892,3,snowmelt
4,214,224,12,2.35304248021643,3,snowmelt
5,227,228,3,0.2136815968853339,3,snowmelt
6,235,235,2,0.10075524479317671,3,snowmelt
7,237,237,2,0.11433358832975718,3,snowmelt
8,283,284,3,0.32133311919103186,3,snowmelt
9,573,580,9,1.277718744505561,3,snowmelt
10,588,600,14,2.5697076639099605,3,snowmelt
11,603,611,10,1.4989085053082576,3,snowmelt
12,638,639,3,0.25347522437472886,3,snowmelt
1,23,24,3,0.23361658947187447,3,snowmelt
2,206,206,2,0.1424537146333216,3,snowmelt
3,209,212,5,0.5529034252336504,3,snowmelt
4,214,214,2,0.11896783352153319,3,snowmelt
5,216,224,10,2.024942225367165,3,snowmelt
6,226,230,6,0.5934729287841256,3,snowmelt
7,237,240,5,0.5086128938895795,3,snowmelt
8,283,285,4,0.4402148581430396,3,snowmelt
9,579,580,3,0.26754194960629574,3,snowmelt
10,589,600,13,2.5879294770564805,3,snowmelt
11,603,620,19,3.227694123458467,3,snowmelt
12,632,632,2,0.10447729752212388,3,snowmelt
13,637,639,4,0.34336769184510607,3,snowmelt
1,23,24,3,0.23264085101725307,3,snowmelt
2,206,206,2,0.12743533692789333,3,snowmelt
3,209,211,4,0.3678662090841696,3,snowmelt
4,216,224,10,1.7283361839985798,3,snowmelt
5,228,230,4,0.46155144982274704,3,snowmelt
6,235,235,2,0.10778476390139208,3,snowmelt
7,237,251,16,1.880305910902839,3,snowmelt
8,283,285,4,0.4307654666699491,3,snowmelt
9,579,579,2,0.13973404867813466,3,snowmelt
10,590,600,12,2.4078606350233622,3,snowmelt
11,603,623,22,4.270047226314831,3,snowmelt
12,638,639,3,0.24608441555511218,3,snowmelt
1,23,24,3,0.219708729219789,3,snowmelt
2,206,206,2,0.11206181912317274,3,snowmelt
3,210,210,2,0.13343223366947943,3,snowmelt
4,218,224,8,1.3358961249270118,3,snowmelt
5,230,231,3,0.2898281438891615,3,snowmelt
6,235,235,2,0.10082340299405101,3,snowmelt
7,237,253,18,2.9512132001841245,3,snowmelt
8,283,284,3,0.31288303968564707,3,snowmelt
9,590,591,3,0.258497407597045,3,snowmelt
10,593,600,9,1.8996454160501621,3,snowmelt
11,603,625,24,5.410077693103837,3,snowmelt
12,638,639,3,0.2422214342153347,3,snowmelt
1,477,478,3,0.2699469604085743,4,snowmelt
2,490,490,2,0.11545742994266935,4,snowmelt
1,477,478,3,0.23915534011134315,4,snowmelt
2,505,506,3,0.277596565404443,4,snowmelt
3,508,515,9,1.6031895277105705,4,snowmelt
1,478,478,2,0.1273323309250683,4,snowmelt
2,506,506,2,0.1162450927602918,4,snowmelt
3,508,518,12,2.2863207262372574,4,snowmelt
4,520,520,2,0.11175382605004908,4,snowmelt
1,477,478,3,0.29598441807790477,4,snowmelt
2,505,515,12,2.0143930782619224,4,snowmelt
1,477,478,3,0.27550108507831533,4,snowmelt
2,506,506,2,0.13002176128738616,4,snowmelt
3,508,518,12,2.591981558968608,4,snowmelt
4,520,520,2,0.1166361055968864,4,snowmelt
1,477,478,3,0.2405005677601778,4,snowmelt
2,508,522,16,3.491372066789634,4,snowmelt
1,118,122,6,0.6723719396743879,4,snowmelt
2,478,478,2,0.11102919675654345,4,snowmelt
3,508,508,2,0.11936858324396699,4,snowmelt
4,510,523,15,3.0011393385583798,4,snowmelt
5,528,534,8,1.3186889977784702,4,snowmelt
1,478,478,2,0.11821911824726748,4,snowmelt
2,508,522,16,3.2532580609954076,4,snowmelt
1,478,478,2,0.10543971181717589,4,snowmelt
2,508,523,17,3.527259665654489,4,snowmelt
3,528,532,6,0.6791062774013733,4,snowmelt
1,118,121,5,0.49384460040991557,4,snowmelt
2,508,523,17,3.3537867950759046,4,snowmelt
3,528,532,6,1.1389383981719907,4,snowmelt
4,535,537,4,0.3272039488843843,4,snowmelt
1,120,129,11,1.5632846947355385,4,snowmelt
2,367,369,4,0.3384275034509094,4,snowmelt
3,510,523,15,2.659894287826216,4,snowmelt
4,529,539,12,2.780791562146935,4,snowmelt
1,121,130,11,1.438971823355969,4,snowmelt
2,204,205,3,0.2423290524272415,4,snowmelt
3,370,370,2,0.1032586493891986,4,snowmelt
4,514,518,6,0.8952497690009936,4,snowmelt
5,520,522,4,0.40614754446243656,4,snowmelt
6,528,533,7,1.1469272567692035,4,snowmelt
7,535,549,16,3.40350692144451,4,snowmelt
8,552,562,12,2.1879028465131602,4,snowmelt
9,569,569,2,0.13240832325333782,4,snowmelt
10,698,698,2,0.11520222104014757,4,snowmelt
11,709,709,2,0.10295885579888686,4,snowmelt
1,125,134,11,1.3936102345695878,4,snowmelt
2,189,189,2,0.10911256764925138,4,snowmelt
3,196,196,2,0.11610108934340702,4,snowmelt
4,204,205,3,0.30498745020542006,4,snowmelt
5,514,518,6,0.8649854779421056,4,snowmelt
6,520,522,4,0.39183637214953854,4,snowmelt
7,529,533,6,0.9252086293251366,4,snowmelt
8,535,549,16,3.3112560777303472,4,snowmelt
9,552,566,16,3.1009019334636356,4,snowmelt
10,569,570,3,0.25119679308835974,4,snowmelt
11,698,699,3,0.2226287700361928,4,snowmelt
1,126,135,11,1.399242766793718,4,snowmelt
2,189,189,2,0.10038524313128772,4,snowmelt
3,196,196,2,0.10898752553636923,4,snowmelt
4,204,205,3,0.31563242876602726,4,snowmelt
5,370,371,3,0.2069129238240735,4,snowmelt
6,514,518,6,0.8077607749298676,4,snowmelt
7,520,521,3,0.27781231429593223,4,snowmelt
8,530,532,4,0.6294937692446745,4,snowmelt
9,535,549,16,3.3346230663413623,4,snowmelt
10,552,572,22,4.364734853827168,4,snowmelt
11,698,699,3,0.2223464003468565,4,snowmelt
1,127,135,10,1.2816591084643763,4,snowmelt
2,147,149,4,0.34062189003845605,4,snowmelt
3,204,205,3,0.3085383387306678,4,snowmelt
4,514,518,6,0.7507994803029635,4,snowmelt
5,520,521,3,0.2611135550817311,4,snowmelt
6,530,532,4,0.5834649475444714,4,snowmelt
7,535,549,16,3.121350418661274,4,snowmelt
8,552,575,25,5.535533367400322,4,snowmelt
9,698,700,4,0.3169704818674015,4,snowmelt
1,311,311,2,0.1756042236420141,5,snowmelt
2,315,315,2,0.11915437175550493,5,snowmelt
3,317,321,6,0.6458850478534278,5,snowmelt
4,325,327,4,0.356099951249029,5,snowmelt
5,331,333,4,0.4243247729211665,5,snowmelt
6,335,335,2,0.14477416826910194,5,snowmelt
7,339,341,4,0.4137643515270575,5,snowmelt
8,690,691,3,0.23145192600952108,5,snowmelt
9,694,694,2,0.10145578810592225,5,snowmelt
1,311,311,2,0.16307336403465958,5,snowmelt
2,315,315,2,0.10694585431619498,5,snowmelt
3,318,318,2,0.12342578983285238,5,snowmelt
4,320,321,3,0.26484534469651744,5,snowmelt
5,324,327,5,0.6682932094431212,5,snowmelt
6,330,335,7,0.981627733151101,5,snowmelt
7,339,341,4,0.4300254633461711,5,snowmelt
8,690,691,3,0.23266801180406763,5,snowmelt
9,694,694,2,0.11037631293764236,5,snowmelt
1,311,311,2,0.12400385337109449,5,snowmelt
2,320,320,2,0.11098819934248373,5,snowmelt
3,325,327,4,0.39088676954638024,5,snowmelt
4,331,335,6,1.2341231193298023,5,snowmelt
5,341,343,4,0.4633143386273152,5,snowmelt
6,345,354,11,1.8681614519229974,5,snowmelt
7,693,695,4,0.49086203853707067,5,snowmelt
1,331,335,6,1.0259853977606948,5,snowmelt
2,341,342,3,0.28640690968587756,5,snowmelt
3,346,367,23,4.425165554618877,5,snowmelt
4,694,696,4,0.41278143852497556,5,snowmelt
5,705,714,11,1.5286075445207972,5,snowmelt
6,718,718,2,0.11032455370239196,5,snowmelt
1,331,335,6,0.9157643625288034,5,snowmelt
2,341,341,2,0.16463331563963204,5,snowmelt
3,346,373,29,5.864889680522841,5,snowmelt
4,706,714,10,1.4845850337711417,5,snowmelt
5,719,725,8,1.1010644745959421,5,snowmelt
1,311,311,2,0.13681400786173087,5,snowmelt
2,320,320,2,0.11901703041840486,5,snowmelt
3,325,327,4,0.42787873625246875,5,snowmelt
4,331,336,7,1.389086682395773,5,snowmelt
5,339,361,24,3.655279215732733,5,snowmelt
6,694,696,4,0.5652313476414093,5,snowmelt
7,703,707,6,0.6878341143870127,5,snowmelt
1,311,311,2,0.11350082835666904,5,snowmelt
2,320,320,2,0.10778373896604058,5,snowmelt
3,325,327,4,0.3856216766457602,5,snowmelt
4,331,335,6,1.1825560594578064,5,snowmelt
5,341,343,4,0.4191790849889955,5,snowmelt
6,346,367,23,4.287204644098825,5,snowmelt
7,694,696,4,0.49258854213666076,5,snowmelt
8,703,714,13,1.6088938054093054,5,snowmelt
1,326,327,3,0.2120832102046804,5,snowmelt
2,331,335,6,1.0800041029934622,5,snowmelt
3,341,342,3,0.2799462296977409,5,snowmelt
4,346,371,27,5.545191845685117,5,snowmelt
5,694,696,4,0.4213068507786951,5,snowmelt
6,705,714,11,1.9072263503774807,5,snowmelt
7,718,720,4,0.3554880648441876,5,snowmelt
1,11,11,2,0.10204512593303076,5,snowmelt
2,331,335,6,1.0100071680985931,5,snowmelt
3,341,341,2,0.16190237539557872,5,snowmelt
4,346,351,7,0.823664696778986,5,snowmelt
5,353,374,23,5.6308313439144735,5,snowmelt
6,694,696,4,0.35578785843449934,5,snowmelt
7,705,714,11,1.729706522563526,5,snowmelt
8,719,724,7,0.9407963586183193,5,snowmelt
1,11,12,3,0.23176555622707798,5,snowmelt
2,331,335,6,0.968234390445465,5,snowmelt
3,341,341,2,0.15589830410653222,5,snowmelt
4,346,351,7,0.6566366196905903,5,snowmelt
5,354,378,26,6.27925515663355,5,snowmelt
6,694,695,3,0.233912795788456,5,snowmelt
7,705,714,11,1.5384776719556756,5,snowmelt
8,719,725,8,1.2069684821273445,5,snowmelt
0,0,0,0,0,5,snowmelt
1,325,327,4,0.3391362462464669,5,snowmelt
2,331,336,7,1.153396648707828,5,snowmelt
3,341,342,3,0.2829902876916754,5,snowmelt
4,346,375,31,6.153410006903497,5,snowmelt
5,694,696,4,0.42762967696205595,5,snowmelt
6,705,714,11,1.8760432047759792,5,snowmelt
7,718,722,6,0.7021437492968834,5,snowmelt
1,331,335,6,0.9321397546396086,5,snowmelt
2,341,341,2,0.1430020550463704,5,snowmelt
3,346,351,7,0.8903987499823768,5,snowmelt
4,353,378,27,6.300277093160349,5,snowmelt
5,380,380,2,0.1055555295118946,5,snowmelt
6,695,696,3,0.23463332534055564,5,snowmelt
7,705,714,11,1.7639137399196079,5,snowmelt
8,720,727,9,1.3064994416431628,5,snowmelt
0,0,0,0,0,5,snowmelt
1,4,4,2,0.11340192209524996,5,snowmelt
2,331,335,6,0.824184339002193,5,snowmelt
3,341,341,2,0.12005938967087333,5,snowmelt
4,346,351,7,0.7208928916817465,5,snowmelt
5,354,380,28,6.814253473744292,5,snowmelt
6,382,382,2,0.10056101954406878,5,snowmelt
7,696,696,2,0.10301061503413726,5,snowmelt
8,706,714,10,1.4025369090134168,5,snowmelt
9,720,727,9,1.5007175162036428,5,snowmelt
0,0,0,0,0,5,snowmelt
1,4,5,3,0.23116648151413027,5,snowmelt
2,12,13,3,0.22686021563483205,5,snowmelt
3,331,335,6,0.8229154690370445,5,snowmelt
4,341,341,2,0.12580978946042531,5,snowmelt
5,346,346,2,0.1064011011768764,5,snowmelt
6,350,351,3,0.2170674708189913,5,snowmelt
7,355,380,27,6.698460377474008,5,snowmelt
8,382,382,2,0.11997278263367216,5,snowmelt
9,695,695,2,0.10818551362382588,5,snowmelt
10,706,714,10,1.3079568997129858,5,snowmelt
11,721,726,7,1.1486875832353929,5,snowmelt
0,0,0,0,0,5,snowmelt
1,4,4,2,0.10181656534964781,5,snowmelt
2,12,13,3,0.3266612456157687,5,snowmelt
3,331,335,6,0.9328659213361414,5,snowmelt
4,341,342,3,0.23762511163156397,5,snowmelt
5,346,351,7,0.6474378249109398,5,snowmelt
6,354,380,28,6.456663266494192,5,snowmelt
7,694,695,3,0.23818318893045196,5,snowmelt
8,705,714,11,1.5075922700737827,5,snowmelt
9,720,723,5,0.5144729617617412,5,snowmelt
0,0,0,0,0,5,snowmelt
1,12,20,10,1.4099584658935782,5,snowmelt
2,23,31,10,1.4697388452047642,5,snowmelt
3,335,335,2,0.19566989548587008,5,snowmelt
4,346,346,2,0.10328581017601317,5,snowmelt
5,348,351,5,0.4909491580419476,5,snowmelt
6,353,365,14,1.823169864798505,5,snowmelt
7,368,403,37,8.979763020230354,5,snowmelt
8,405,408,5,0.5764344035009045,5,snowmelt
9,545,546,3,0.20980580385366276,5,snowmelt
10,708,714,8,0.9008648773241484,5,snowmelt
11,722,735,15,3.2361785382981267,5,snowmelt
12,762,764,4,0.4490595377587493,5,snowmelt
13,769,769,2,0.10019255528520701,5,snowmelt
0,0,0,0,0,5,snowmelt
1,13,20,9,1.4147464513880783,5,snowmelt
2,23,39,18,3.3480604812671126,5,snowmelt
3,335,335,2,0.17153779263496527,5,snowmelt
